Event_Year;Event_Name;Runner_Gender;Runner_Age;AG;Running_Time_sec;Running_Time_min;Speed_km_h
2014;Hallwilerseelauf;Male;38;M35;6582;109.7;11.54
2017;Hallwilerseelauf;Male;49;M45;6582;109.7;11.54
2008;Hallwilerseelauf;Male;54;M50;6582;109.7;11.54
2013;Hallwilerseelauf;Male;56;M55;6582;109.7;11.54
2001;Hallwilerseelauf;Male;28;M25;6582;109.7;11.54
2003;Hallwilerseelauf;Male;44;M40;6582;109.7;11.54
2001;Hallwilerseelauf;Male;46;M45;6582;109.7;11.54
2009;Hallwilerseelauf;Male;28;M25;6582;109.7;11.54
2004;Hallwilerseelauf;Male;41;M40;6582;109.7;11.54
2019;Hallwilerseelauf;Male;41;M40;6582;109.7;11.54
2019;Hallwilerseelauf;Male;68;M65;6582;109.7;11.54
2018;Hallwilerseelauf;Male;72;M70;6582;109.7;11.54
2002;Hallwilerseelauf;Male;37;M35;6583;109.72;11.54
2014;Hallwilerseelauf;Male;47;M45;6583;109.72;11.54
1999;Hallwilerseelauf;Male;58;M55;6583;109.72;11.54
2000;Hallwilerseelauf;Male;26;M25;6583;109.72;11.54
2018;Hallwilerseelauf;Male;20;M20;6583;109.72;11.54
2019;Hallwilerseelauf;Male;33;M30;6583;109.72;11.54
2008;Hallwilerseelauf;Male;62;M60;6583;109.72;11.54
2013;Hallwilerseelauf;Male;36;M35;6583;109.72;11.54
2004;Hallwilerseelauf;Male;42;M40;6583;109.72;11.54
2009;Hallwilerseelauf;Male;42;M40;6583;109.72;11.54
2014;Hallwilerseelauf;Male;54;M50;6583;109.72;11.54
2003;Hallwilerseelauf;Male;20;M20;6583;109.72;11.54
2005;Hallwilerseelauf;Male;46;M45;6583;109.72;11.54
2006;Hallwilerseelauf;Male;47;M45;6583;109.72;11.54
2007;Hallwilerseelauf;Male;47;M45;6583;109.72;11.54
2011;Hallwilerseelauf;Male;45;M45;6583;109.72;11.54
2016;Hallwilerseelauf;Male;37;M35;6584;109.73;11.54
2004;Hallwilerseelauf;Male;39;M35;6584;109.73;11.54
2010;Hallwilerseelauf;Male;46;M45;6584;109.73;11.54
2006;Hallwilerseelauf;Male;60;M60;6584;109.73;11.54
2008;Hallwilerseelauf;Male;23;M20;6584;109.73;11.54
2004;Hallwilerseelauf;Male;32;M30;6584;109.73;11.54
2006;Hallwilerseelauf;Male;36;M35;6584;109.73;11.54
2003;Hallwilerseelauf;Male;28;M25;6584;109.73;11.54
2008;Hallwilerseelauf;Male;31;M30;6584;109.73;11.54
2014;Hallwilerseelauf;Male;47;M45;6584;109.73;11.54
2004;Hallwilerseelauf;Male;33;M30;6584;109.73;11.54
2017;Hallwilerseelauf;Male;36;M35;6584;109.73;11.54
2005;Hallwilerseelauf;Male;39;M35;6584;109.73;11.54
2015;Hallwilerseelauf;Male;40;M40;6584;109.73;11.54
2006;Hallwilerseelauf;Male;42;M40;6584;109.73;11.54
2008;Hallwilerseelauf;Male;47;M45;6584;109.73;11.54
2006;Hallwilerseelauf;Male;52;M50;6584;109.73;11.54
2014;Hallwilerseelauf;Male;57;M55;6584;109.73;11.54
2018;Hallwilerseelauf;Male;48;M45;6584;109.73;11.54
2004;Hallwilerseelauf;Male;49;M45;6584;109.73;11.54
2008;Hallwilerseelauf;Male;49;M45;6584;109.73;11.54
2010;Hallwilerseelauf;Male;54;M50;6584;109.73;11.54
2014;Hallwilerseelauf;Male;27;M25;6584;109.73;11.54
2018;Hallwilerseelauf;Male;36;M35;6585;109.75;11.54
2017;Hallwilerseelauf;Male;46;M45;6585;109.75;11.54
2007;Hallwilerseelauf;Male;66;M65;6585;109.75;11.54
1999;Hallwilerseelauf;Male;61;M60;6585;109.75;11.54
2006;Hallwilerseelauf;Male;30;M30;6585;109.75;11.53
2013;Hallwilerseelauf;Male;38;M35;6585;109.75;11.53
2012;Hallwilerseelauf;Male;47;M45;6585;109.75;11.53
2008;Hallwilerseelauf;Male;43;M40;6585;109.75;11.53
2006;Hallwilerseelauf;Male;47;M45;6585;109.75;11.53
1999;Hallwilerseelauf;Male;54;M50;6585;109.75;11.53
2016;Hallwilerseelauf;Male;62;M60;6585;109.75;11.53
2003;Hallwilerseelauf;Male;24;M20;6585;109.75;11.53
2019;Hallwilerseelauf;Male;35;M35;6585;109.75;11.53
2014;Hallwilerseelauf;Male;48;M45;6585;109.75;11.53
2010;Hallwilerseelauf;Male;32;M30;6585;109.75;11.53
2014;Hallwilerseelauf;Male;44;M40;6585;109.75;11.53
2008;Hallwilerseelauf;Male;52;M50;6585;109.75;11.53
2013;Hallwilerseelauf;Male;37;M35;6585;109.75;11.53
2007;Hallwilerseelauf;Male;47;M45;6585;109.75;11.53
2017;Hallwilerseelauf;Male;55;M55;6585;109.75;11.53
2019;Hallwilerseelauf;Male;38;M35;6585;109.75;11.53
2012;Hallwilerseelauf;Male;44;M40;6585;109.75;11.53
2015;Hallwilerseelauf;Male;46;M45;6585;109.75;11.53
2009;Hallwilerseelauf;Male;55;M55;6585;109.75;11.53
2005;Hallwilerseelauf;Male;44;M40;6585;109.75;11.53
2011;Hallwilerseelauf;Male;54;M50;6585;109.75;11.53
2004;Hallwilerseelauf;Male;25;M25;6585;109.75;11.53
2011;Hallwilerseelauf;Male;39;M35;6585;109.75;11.53
2004;Hallwilerseelauf;Male;42;M40;6585;109.75;11.53
2009;Hallwilerseelauf;Male;45;M45;6585;109.75;11.53
2012;Hallwilerseelauf;Male;48;M45;6585;109.75;11.53
2010;Hallwilerseelauf;Male;50;M50;6585;109.75;11.53
2000;Hallwilerseelauf;Male;29;M25;6586;109.77;11.53
2012;Hallwilerseelauf;Male;31;M30;6586;109.77;11.53
2017;Hallwilerseelauf;Male;56;M55;6586;109.77;11.53
2016;Hallwilerseelauf;Male;31;M30;6586;109.77;11.53
2012;Hallwilerseelauf;Male;35;M35;6586;109.77;11.53
2014;Hallwilerseelauf;Male;46;M45;6586;109.77;11.53
2018;Hallwilerseelauf;Male;55;M55;6586;109.77;11.53
2019;Hallwilerseelauf;Male;48;M45;6586;109.77;11.53
2017;Hallwilerseelauf;Male;51;M50;6586;109.77;11.53
2014;Hallwilerseelauf;Male;24;M20;6586;109.77;11.53
2006;Hallwilerseelauf;Male;30;M30;6586;109.77;11.53
2019;Hallwilerseelauf;Male;62;M60;6586;109.77;11.53
2001;Hallwilerseelauf;Male;34;M30;6586;109.77;11.53
2010;Hallwilerseelauf;Male;35;M35;6586;109.77;11.53
2010;Hallwilerseelauf;Male;48;M45;6586;109.77;11.53
2014;Hallwilerseelauf;Male;48;M45;6586;109.77;11.53
2010;Hallwilerseelauf;Male;44;M40;6586;109.77;11.53
2009;Hallwilerseelauf;Male;46;M45;6586;109.77;11.53
2014;Hallwilerseelauf;Male;51;M50;6587;109.78;11.53
2003;Hallwilerseelauf;Male;55;M55;6587;109.78;11.53
2008;Hallwilerseelauf;Male;45;M45;6587;109.78;11.53
2015;Hallwilerseelauf;Male;33;M30;6587;109.78;11.53
2019;Hallwilerseelauf;Male;33;M30;6587;109.78;11.53
2016;Hallwilerseelauf;Male;36;M35;6587;109.78;11.53
2015;Hallwilerseelauf;Male;47;M45;6587;109.78;11.53
2015;Hallwilerseelauf;Male;55;M55;6587;109.78;11.53
2007;Hallwilerseelauf;Male;59;M55;6587;109.78;11.53
2009;Hallwilerseelauf;Male;42;M40;6587;109.78;11.53
2015;Hallwilerseelauf;Male;43;M40;6587;109.78;11.53
2017;Hallwilerseelauf;Male;36;M35;6587;109.78;11.53
2006;Hallwilerseelauf;Male;38;M35;6587;109.78;11.53
2006;Hallwilerseelauf;Male;40;M40;6587;109.78;11.53
2017;Hallwilerseelauf;Male;60;M60;6587;109.78;11.53
2006;Hallwilerseelauf;Male;34;M30;6587;109.78;11.53
2002;Hallwilerseelauf;Male;35;M35;6587;109.78;11.53
2004;Hallwilerseelauf;Male;40;M40;6587;109.78;11.53
2004;Hallwilerseelauf;Male;48;M45;6587;109.78;11.53
1999;Hallwilerseelauf;Male;39;M35;6587;109.78;11.53
2010;Hallwilerseelauf;Male;61;M60;6588;109.8;11.53
2000;Hallwilerseelauf;Male;57;M55;6588;109.8;11.53
2017;Hallwilerseelauf;Male;53;M50;6588;109.8;11.53
2008;Hallwilerseelauf;Male;30;M30;6588;109.8;11.53
2009;Hallwilerseelauf;Male;43;M40;6588;109.8;11.53
2003;Hallwilerseelauf;Male;37;M35;6588;109.8;11.53
2005;Hallwilerseelauf;Male;51;M50;6588;109.8;11.53
2018;Hallwilerseelauf;Male;68;M65;6588;109.8;11.53
2003;Hallwilerseelauf;Male;43;M40;6589;109.82;11.53
2009;Hallwilerseelauf;Male;24;M20;6589;109.82;11.53
2018;Hallwilerseelauf;Male;34;M30;6589;109.82;11.53
2014;Hallwilerseelauf;Male;36;M35;6589;109.82;11.53
2013;Hallwilerseelauf;Male;35;M35;6589;109.82;11.53
2012;Hallwilerseelauf;Male;47;M45;6589;109.82;11.53
2014;Hallwilerseelauf;Male;34;M30;6589;109.82;11.53
2003;Hallwilerseelauf;Male;46;M45;6589;109.82;11.53
2008;Hallwilerseelauf;Male;53;M50;6589;109.82;11.53
2010;Hallwilerseelauf;Male;38;M35;6589;109.82;11.53
2009;Hallwilerseelauf;Male;40;M40;6589;109.82;11.53
2014;Hallwilerseelauf;Male;40;M40;6589;109.82;11.53
2010;Hallwilerseelauf;Male;40;M40;6589;109.82;11.53
2013;Hallwilerseelauf;Male;23;M20;6589;109.82;11.53
2016;Hallwilerseelauf;Male;52;M50;6589;109.82;11.53
2019;Hallwilerseelauf;Male;59;M55;6589;109.82;11.53
2017;Hallwilerseelauf;Male;41;M40;6590;109.83;11.53
2009;Hallwilerseelauf;Male;26;M25;6590;109.83;11.53
2012;Hallwilerseelauf;Male;29;M25;6590;109.83;11.53
2015;Hallwilerseelauf;Male;38;M35;6590;109.83;11.53
2015;Hallwilerseelauf;Male;28;M25;6590;109.83;11.53
2011;Hallwilerseelauf;Male;46;M45;6590;109.83;11.53
2019;Hallwilerseelauf;Male;38;M35;6590;109.83;11.53
2007;Hallwilerseelauf;Male;47;M45;6590;109.83;11.53
2009;Hallwilerseelauf;Male;58;M55;6590;109.83;11.53
2012;Hallwilerseelauf;Male;29;M25;6590;109.83;11.53
2017;Hallwilerseelauf;Male;31;M30;6590;109.83;11.53
2016;Hallwilerseelauf;Male;53;M50;6590;109.83;11.53
1999;Hallwilerseelauf;Male;39;M35;6590;109.83;11.53
2011;Hallwilerseelauf;Male;36;M35;6590;109.83;11.52
2016;Hallwilerseelauf;Male;44;M40;6590;109.83;11.52
2015;Hallwilerseelauf;Male;29;M25;6591;109.85;11.52
2010;Hallwilerseelauf;Male;43;M40;6591;109.85;11.52
2000;Hallwilerseelauf;Male;44;M40;6591;109.85;11.52
2012;Hallwilerseelauf;Male;44;M40;6591;109.85;11.52
2009;Hallwilerseelauf;Male;24;M20;6591;109.85;11.52
2009;Hallwilerseelauf;Male;35;M35;6591;109.85;11.52
2006;Hallwilerseelauf;Male;54;M50;6591;109.85;11.52
2017;Hallwilerseelauf;Male;34;M30;6591;109.85;11.52
2008;Hallwilerseelauf;Male;38;M35;6591;109.85;11.52
2007;Hallwilerseelauf;Male;70;M70;6591;109.85;11.52
2010;Hallwilerseelauf;Male;71;M70;6591;109.85;11.52
2019;Hallwilerseelauf;Male;33;M30;6591;109.85;11.52
2004;Hallwilerseelauf;Male;40;M40;6591;109.85;11.52
2009;Hallwilerseelauf;Male;42;M40;6591;109.85;11.52
2003;Hallwilerseelauf;Male;44;M40;6591;109.85;11.52
2003;Hallwilerseelauf;Male;37;M35;6591;109.85;11.52
2015;Hallwilerseelauf;Male;45;M45;6591;109.85;11.52
2011;Hallwilerseelauf;Male;69;M65;6591;109.85;11.52
2018;Hallwilerseelauf;Male;27;M25;6591;109.85;11.52
2005;Hallwilerseelauf;Male;40;M40;6591;109.85;11.52
2000;Hallwilerseelauf;Male;45;M45;6591;109.85;11.52
2014;Hallwilerseelauf;Male;52;M50;6591;109.85;11.52
2012;Hallwilerseelauf;Male;28;M25;6592;109.87;11.52
1999;Hallwilerseelauf;Male;33;M30;6592;109.87;11.52
2006;Hallwilerseelauf;Male;40;M40;6592;109.87;11.52
2003;Hallwilerseelauf;Male;44;M40;6592;109.87;11.52
2018;Hallwilerseelauf;Male;46;M45;6592;109.87;11.52
2015;Hallwilerseelauf;Male;25;M25;6592;109.87;11.52
2015;Hallwilerseelauf;Male;32;M30;6592;109.87;11.52
2011;Hallwilerseelauf;Male;37;M35;6592;109.87;11.52
2006;Hallwilerseelauf;Male;57;M55;6592;109.87;11.52
2004;Hallwilerseelauf;Male;37;M35;6592;109.87;11.52
2019;Hallwilerseelauf;Male;40;M40;6592;109.87;11.52
2011;Hallwilerseelauf;Male;46;M45;6592;109.87;11.52
2016;Hallwilerseelauf;Male;53;M50;6592;109.87;11.52
2016;Hallwilerseelauf;Male;45;M45;6592;109.87;11.52
2012;Hallwilerseelauf;Male;48;M45;6592;109.87;11.52
2011;Hallwilerseelauf;Male;30;M30;6592;109.87;11.52
2007;Hallwilerseelauf;Male;32;M30;6592;109.87;11.52
2019;Hallwilerseelauf;Male;39;M35;6592;109.87;11.52
2012;Hallwilerseelauf;Male;40;M40;6592;109.87;11.52
2009;Hallwilerseelauf;Male;70;M70;6592;109.87;11.52
2004;Hallwilerseelauf;Male;21;M20;6593;109.88;11.52
2008;Hallwilerseelauf;Male;39;M35;6593;109.88;11.52
2012;Hallwilerseelauf;Male;54;M50;6593;109.88;11.52
2007;Hallwilerseelauf;Male;30;M30;6593;109.88;11.52
2009;Hallwilerseelauf;Male;56;M55;6593;109.88;11.52
2007;Hallwilerseelauf;Male;48;M45;6593;109.88;11.52
2005;Hallwilerseelauf;Male;67;M65;6593;109.88;11.52
2005;Hallwilerseelauf;Male;40;M40;6593;109.88;11.52
2012;Hallwilerseelauf;Male;46;M45;6593;109.88;11.52
2000;Hallwilerseelauf;Male;51;M50;6593;109.88;11.52
2015;Hallwilerseelauf;Male;18;M18;6593;109.88;11.52
2012;Hallwilerseelauf;Male;37;M35;6593;109.88;11.52
2004;Hallwilerseelauf;Male;31;M30;6593;109.88;11.52
2019;Hallwilerseelauf;Male;41;M40;6593;109.88;11.52
2019;Hallwilerseelauf;Male;32;M30;6593;109.88;11.52
2002;Hallwilerseelauf;Male;40;M40;6593;109.88;11.52
2006;Hallwilerseelauf;Male;41;M40;6593;109.88;11.52
2011;Hallwilerseelauf;Male;44;M40;6593;109.88;11.52
2006;Hallwilerseelauf;Male;38;M35;6594;109.9;11.52
2008;Hallwilerseelauf;Male;41;M40;6594;109.9;11.52
2005;Hallwilerseelauf;Male;53;M50;6594;109.9;11.52
2014;Hallwilerseelauf;Male;53;M50;6594;109.9;11.52
2005;Hallwilerseelauf;Male;32;M30;6594;109.9;11.52
2004;Hallwilerseelauf;Male;41;M40;6594;109.9;11.52
2008;Hallwilerseelauf;Male;32;M30;6594;109.9;11.52
2014;Hallwilerseelauf;Male;49;M45;6594;109.9;11.52
2009;Hallwilerseelauf;Male;50;M50;6594;109.9;11.52
2003;Hallwilerseelauf;Male;57;M55;6594;109.9;11.52
2018;Hallwilerseelauf;Male;27;M25;6594;109.9;11.52
2011;Hallwilerseelauf;Male;44;M40;6594;109.9;11.52
2014;Hallwilerseelauf;Male;54;M50;6594;109.9;11.52
2012;Hallwilerseelauf;Male;37;M35;6594;109.9;11.52
2007;Hallwilerseelauf;Male;50;M50;6594;109.9;11.52
2007;Hallwilerseelauf;Male;56;M55;6594;109.9;11.52
2016;Hallwilerseelauf;Male;56;M55;6594;109.9;11.52
2009;Hallwilerseelauf;Male;28;M25;6595;109.92;11.52
2011;Hallwilerseelauf;Male;31;M30;6595;109.92;11.52
2013;Hallwilerseelauf;Male;35;M35;6595;109.92;11.52
2000;Hallwilerseelauf;Male;41;M40;6595;109.92;11.52
2004;Hallwilerseelauf;Male;28;M25;6595;109.92;11.52
2015;Hallwilerseelauf;Male;26;M25;6595;109.92;11.52
2002;Hallwilerseelauf;Male;37;M35;6595;109.92;11.52
2002;Hallwilerseelauf;Male;58;M55;6595;109.92;11.52
2000;Hallwilerseelauf;Male;31;M30;6595;109.92;11.52
2015;Hallwilerseelauf;Male;34;M30;6595;109.92;11.52
2013;Hallwilerseelauf;Male;48;M45;6595;109.92;11.52
2019;Hallwilerseelauf;Male;40;M40;6595;109.92;11.52
2014;Hallwilerseelauf;Male;49;M45;6595;109.92;11.52
2016;Hallwilerseelauf;Male;52;M50;6595;109.92;11.52
2006;Hallwilerseelauf;Male;39;M35;6595;109.92;11.52
2010;Hallwilerseelauf;Male;42;M40;6595;109.92;11.52
2017;Hallwilerseelauf;Male;55;M55;6595;109.92;11.52
2010;Hallwilerseelauf;Male;56;M55;6595;109.92;11.52
2010;Hallwilerseelauf;Male;29;M25;6595;109.92;11.52
2010;Hallwilerseelauf;Male;52;M50;6595;109.92;11.52
2013;Hallwilerseelauf;Male;53;M50;6595;109.92;11.52
2010;Hallwilerseelauf;Male;34;M30;6596;109.93;11.52
2019;Hallwilerseelauf;Male;39;M35;6596;109.93;11.52
2003;Hallwilerseelauf;Male;44;M40;6596;109.93;11.52
2005;Hallwilerseelauf;Male;34;M30;6596;109.93;11.52
2010;Hallwilerseelauf;Male;36;M35;6596;109.93;11.52
2003;Hallwilerseelauf;Male;42;M40;6596;109.93;11.52
2009;Hallwilerseelauf;Male;53;M50;6596;109.93;11.52
2014;Hallwilerseelauf;Male;60;M60;6596;109.93;11.52
2017;Hallwilerseelauf;Male;49;M45;6596;109.93;11.52
2015;Hallwilerseelauf;Male;39;M35;6596;109.93;11.52
2009;Hallwilerseelauf;Male;44;M40;6596;109.93;11.52
2006;Hallwilerseelauf;Male;43;M40;6596;109.93;11.52
2018;Hallwilerseelauf;Male;50;M50;6596;109.93;11.52
2003;Hallwilerseelauf;Male;35;M35;6596;109.93;11.52
2009;Hallwilerseelauf;Male;49;M45;6596;109.93;11.52
2010;Hallwilerseelauf;Male;52;M50;6596;109.93;11.52
2004;Hallwilerseelauf;Male;53;M50;6596;109.93;11.52
2013;Hallwilerseelauf;Male;45;M45;6596;109.93;11.51
2017;Hallwilerseelauf;Male;48;M45;6596;109.93;11.51
2015;Hallwilerseelauf;Male;56;M55;6596;109.93;11.51
2006;Hallwilerseelauf;Male;30;M30;6596;109.93;11.51
1999;Hallwilerseelauf;Male;57;M55;6596;109.93;11.51
2016;Hallwilerseelauf;Male;44;M40;6596;109.93;11.51
2018;Hallwilerseelauf;Male;47;M45;6596;109.93;11.51
2006;Hallwilerseelauf;Male;34;M30;6597;109.95;11.51
2017;Hallwilerseelauf;Male;35;M35;6597;109.95;11.51
2006;Hallwilerseelauf;Male;44;M40;6597;109.95;11.51
2011;Hallwilerseelauf;Male;47;M45;6597;109.95;11.51
2006;Hallwilerseelauf;Male;35;M35;6597;109.95;11.51
2010;Hallwilerseelauf;Male;41;M40;6597;109.95;11.51
2006;Hallwilerseelauf;Male;42;M40;6597;109.95;11.51
2002;Hallwilerseelauf;Male;45;M45;6597;109.95;11.51
2014;Hallwilerseelauf;Male;36;M35;6597;109.95;11.51
2008;Hallwilerseelauf;Male;44;M40;6597;109.95;11.51
2000;Hallwilerseelauf;Male;45;M45;6597;109.95;11.51
2017;Hallwilerseelauf;Male;69;M65;6597;109.95;11.51
2009;Hallwilerseelauf;Male;38;M35;6597;109.95;11.51
2000;Hallwilerseelauf;Male;55;M55;6597;109.95;11.51
2004;Hallwilerseelauf;Male;21;M20;6597;109.95;11.51
2009;Hallwilerseelauf;Male;40;M40;6597;109.95;11.51
2012;Hallwilerseelauf;Male;27;M25;6597;109.95;11.51
2004;Hallwilerseelauf;Male;30;M30;6597;109.95;11.51
2013;Hallwilerseelauf;Male;34;M30;6597;109.95;11.51
2015;Hallwilerseelauf;Male;48;M45;6597;109.95;11.51
2014;Hallwilerseelauf;Male;28;M25;6597;109.95;11.51
2001;Hallwilerseelauf;Male;60;M60;6597;109.95;11.51
2008;Hallwilerseelauf;Male;36;M35;6598;109.97;11.51
2012;Hallwilerseelauf;Male;39;M35;6598;109.97;11.51
2010;Hallwilerseelauf;Male;47;M45;6598;109.97;11.51
2015;Hallwilerseelauf;Male;49;M45;6598;109.97;11.51
2017;Hallwilerseelauf;Male;54;M50;6598;109.97;11.51
2015;Hallwilerseelauf;Male;32;M30;6598;109.97;11.51
2010;Hallwilerseelauf;Male;52;M50;6598;109.97;11.51
2014;Hallwilerseelauf;Male;58;M55;6598;109.97;11.51
2004;Hallwilerseelauf;Male;50;M50;6598;109.97;11.51
2015;Hallwilerseelauf;Male;57;M55;6598;109.97;11.51
2007;Hallwilerseelauf;Male;31;M30;6598;109.97;11.51
2019;Hallwilerseelauf;Male;34;M30;6598;109.97;11.51
2001;Hallwilerseelauf;Male;40;M40;6598;109.97;11.51
2006;Hallwilerseelauf;Male;43;M40;6598;109.97;11.51
2015;Hallwilerseelauf;Male;45;M45;6598;109.97;11.51
2018;Hallwilerseelauf;Male;45;M45;6598;109.97;11.51
2009;Hallwilerseelauf;Male;47;M45;6598;109.97;11.51
2006;Hallwilerseelauf;Male;46;M45;6598;109.97;11.51
2006;Hallwilerseelauf;Male;40;M40;6598;109.97;11.51
2014;Hallwilerseelauf;Male;48;M45;6598;109.97;11.51
2014;Hallwilerseelauf;Male;50;M50;6598;109.97;11.51
2000;Hallwilerseelauf;Male;36;M35;6598;109.97;11.51
2009;Hallwilerseelauf;Male;51;M50;6598;109.97;11.51
2000;Hallwilerseelauf;Male;31;M30;6598;109.97;11.51
2012;Hallwilerseelauf;Male;36;M35;6598;109.97;11.51
1999;Hallwilerseelauf;Male;39;M35;6598;109.97;11.51
2010;Hallwilerseelauf;Male;42;M40;6598;109.97;11.51
2002;Hallwilerseelauf;Male;38;M35;6598;109.97;11.51
2008;Hallwilerseelauf;Male;56;M55;6599;109.98;11.51
2009;Hallwilerseelauf;Male;58;M55;6599;109.98;11.51
2004;Hallwilerseelauf;Male;40;M40;6599;109.98;11.51
2018;Hallwilerseelauf;Male;19;M18;6599;109.98;11.51
2007;Hallwilerseelauf;Male;27;M25;6599;109.98;11.51
2016;Hallwilerseelauf;Male;34;M30;6599;109.98;11.51
2017;Hallwilerseelauf;Male;41;M40;6599;109.98;11.51
2005;Hallwilerseelauf;Male;40;M40;6599;109.98;11.51
2015;Hallwilerseelauf;Male;28;M25;6599;109.98;11.51
2014;Hallwilerseelauf;Male;42;M40;6599;109.98;11.51
2005;Hallwilerseelauf;Male;60;M60;6599;109.98;11.51
2019;Hallwilerseelauf;Male;46;M45;6599;109.98;11.51
2009;Hallwilerseelauf;Male;31;M30;6599;109.98;11.51
2005;Hallwilerseelauf;Male;43;M40;6599;109.98;11.51
2003;Hallwilerseelauf;Male;44;M40;6599;109.98;11.51
1999;Hallwilerseelauf;Male;47;M45;6599;109.98;11.51
2008;Hallwilerseelauf;Male;21;M20;6600;110;11.51
2015;Hallwilerseelauf;Male;43;M40;6600;110;11.51
2017;Hallwilerseelauf;Male;31;M30;6600;110;11.51
2011;Hallwilerseelauf;Male;63;M60;6600;110;11.51
2008;Hallwilerseelauf;Male;30;M30;6600;110;11.51
2005;Hallwilerseelauf;Male;40;M40;6600;110;11.51
2005;Hallwilerseelauf;Male;44;M40;6600;110;11.51
2004;Hallwilerseelauf;Male;40;M40;6600;110;11.51
2014;Hallwilerseelauf;Male;40;M40;6600;110;11.51
2016;Hallwilerseelauf;Male;28;M25;6600;110;11.51
2015;Hallwilerseelauf;Male;45;M45;6600;110;11.51
2017;Hallwilerseelauf;Male;57;M55;6600;110;11.51
2007;Hallwilerseelauf;Male;32;M30;6600;110;11.51
2009;Hallwilerseelauf;Male;39;M35;6600;110;11.51
2004;Hallwilerseelauf;Male;45;M45;6600;110;11.51
2019;Hallwilerseelauf;Male;46;M45;6600;110;11.51
2003;Hallwilerseelauf;Male;47;M45;6600;110;11.51
2003;Hallwilerseelauf;Male;51;M50;6600;110;11.51
2019;Hallwilerseelauf;Male;43;M40;6600;110;11.51
2008;Hallwilerseelauf;Male;44;M40;6601;110.02;11.51
2014;Hallwilerseelauf;Male;61;M60;6601;110.02;11.51
2019;Hallwilerseelauf;Male;40;M40;6601;110.02;11.51
2018;Hallwilerseelauf;Male;43;M40;6601;110.02;11.51
2011;Hallwilerseelauf;Male;47;M45;6601;110.02;11.51
2004;Hallwilerseelauf;Male;28;M25;6601;110.02;11.51
2016;Hallwilerseelauf;Male;52;M50;6601;110.02;11.51
2008;Hallwilerseelauf;Male;18;M18;6601;110.02;11.51
2017;Hallwilerseelauf;Male;60;M60;6601;110.02;11.51
2016;Hallwilerseelauf;Male;28;M25;6601;110.02;11.51
2015;Hallwilerseelauf;Male;46;M45;6601;110.02;11.51
2005;Hallwilerseelauf;Male;33;M30;6601;110.02;11.51
2003;Hallwilerseelauf;Male;47;M45;6601;110.02;11.51
2019;Hallwilerseelauf;Male;43;M40;6601;110.02;11.51
2011;Hallwilerseelauf;Male;33;M30;6601;110.02;11.51
2010;Hallwilerseelauf;Male;57;M55;6602;110.03;11.51
2002;Hallwilerseelauf;Male;31;M30;6602;110.03;11.51
2005;Hallwilerseelauf;Male;48;M45;6602;110.03;11.51
2013;Hallwilerseelauf;Male;40;M40;6602;110.03;11.51
2008;Hallwilerseelauf;Male;23;M20;6602;110.03;11.51
2019;Hallwilerseelauf;Male;30;M30;6602;110.03;11.51
2018;Hallwilerseelauf;Male;62;M60;6602;110.03;11.51
2002;Hallwilerseelauf;Male;45;M45;6602;110.03;11.5
2013;Hallwilerseelauf;Male;36;M35;6602;110.03;11.5
2016;Hallwilerseelauf;Male;52;M50;6602;110.03;11.5
2019;Hallwilerseelauf;Male;33;M30;6602;110.03;11.5
2014;Hallwilerseelauf;Male;42;M40;6602;110.03;11.5
2017;Hallwilerseelauf;Male;61;M60;6602;110.03;11.5
2001;Hallwilerseelauf;Male;52;M50;6602;110.03;11.5
2016;Hallwilerseelauf;Male;25;M25;6603;110.05;11.5
2019;Hallwilerseelauf;Male;26;M25;6603;110.05;11.5
2013;Hallwilerseelauf;Male;45;M45;6603;110.05;11.5
2014;Hallwilerseelauf;Male;51;M50;6603;110.05;11.5
2009;Hallwilerseelauf;Male;40;M40;6603;110.05;11.5
2009;Hallwilerseelauf;Male;27;M25;6603;110.05;11.5
2000;Hallwilerseelauf;Male;43;M40;6603;110.05;11.5
2014;Hallwilerseelauf;Male;50;M50;6603;110.05;11.5
2013;Hallwilerseelauf;Male;51;M50;6603;110.05;11.5
2009;Hallwilerseelauf;Male;24;M20;6603;110.05;11.5
2018;Hallwilerseelauf;Male;53;M50;6603;110.05;11.5
2010;Hallwilerseelauf;Male;56;M55;6603;110.05;11.5
1999;Hallwilerseelauf;Male;35;M35;6603;110.05;11.5
2011;Hallwilerseelauf;Male;52;M50;6603;110.05;11.5
2002;Hallwilerseelauf;Male;37;M35;6604;110.07;11.5
2014;Hallwilerseelauf;Male;37;M35;6604;110.07;11.5
2012;Hallwilerseelauf;Male;38;M35;6604;110.07;11.5
2015;Hallwilerseelauf;Male;67;M65;6604;110.07;11.5
2004;Hallwilerseelauf;Male;47;M45;6604;110.07;11.5
2007;Hallwilerseelauf;Male;66;M65;6604;110.07;11.5
2009;Hallwilerseelauf;Male;57;M55;6604;110.07;11.5
2006;Hallwilerseelauf;Male;47;M45;6604;110.07;11.5
2003;Hallwilerseelauf;Male;38;M35;6604;110.07;11.5
2000;Hallwilerseelauf;Male;39;M35;6604;110.07;11.5
2002;Hallwilerseelauf;Male;41;M40;6604;110.07;11.5
2003;Hallwilerseelauf;Male;51;M50;6604;110.07;11.5
2005;Hallwilerseelauf;Male;57;M55;6604;110.07;11.5
